,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
1346,2018,Um Perfil Para Dois*,Ficção,"Alemanha, Bélgica, França",Estrangeira,Paris,Distribuição Nacional,38.0,491.0
1347,2018,Um Segredo Em Paris,Ficção,França,Estrangeira,Pagu Pictures,Distribuição Nacional,20782.0,338247.0
1348,2018,Uma Casa À Beira Mar,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,41907.0,683180.0
1349,2018,Uma Dama De Óculos Escuros Com Uma Arma No Carro,Ficção,"Bélgica, França",Estrangeira,Alphaville Filmes/Alpha Filmes,Distribuição Nacional,30.0,388.0
1350,2018,Uma Dobra No Tempo,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,153549.0,2516273.0
1351,2018,Uma Escala Em Paris,Ficção,"Estados Unidos, França",Estrangeira,Imovision,Distribuição Nacional,3394.0,56199.0
1352,2018,Uma Espécie De Família,Ficção,"Argentina, Brasil, França",Brasileira,Pandora Filmes,Distribuição Nacional,3566.0,50056.0
1353,2018,Uma Família Feliz,Animação,Alemanha,Estrangeira,Paris,Distribuição Nacional,472.0,3210.0
1354,2018,Uma Mulher Fantástica*,Ficção,"Alemanha, Chile, Espanha, Estados Unidos",Estrangeira,Imovision,Distribuição Nacional,12216.0,177376.0
1355,2018,Uma Quase Dupla,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,644115.0,9156020.0
1356,2018,Uma Questão Pessoal,Ficção,Itália,Estrangeira,Supo Mungam Films,Distribuição Nacional,11187.0,168372.0
1357,2018,Uma Razão Para Recomeçar,Ficção,Estados Unidos,Estrangeira,Cineart Filmes,Distribuição Nacional,16.0,304.0
1358,2018,Uma Temporada Na França,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,7047.0,104593.0
1359,2018,Uma Verdade Mais Inconveniente,Documentário,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,63.0,850.0
1360,2018,Una,Ficção,"Canadá, Estados Unidos, Reino Unido",Estrangeira,Alphaville Filmes,Distribuição Nacional,49.0,629.0
1361,2018,Unicórnio,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,6165.0,47047.0
1362,2018,Utøya 22 De Julho,Ficção,Noruega,Estrangeira,Califórnia,Distribuição Nacional,1715.0,26247.0
1363,2018,Vazante*,Ficção,"Portugal, Brasil",Brasileira,Europa,Distribuição Nacional,758.0,9672.0
1364,2018,Velhos Astros,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,4187.0,75633.0
1365,2018,Vende-Se Esta Moto,Ficção,Brasil,Brasileira,Cavideo Produções,Distribuição Nacional,310.0,4922.0
1366,2018,Venom,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,4605459.0,72243415.0
1367,2018,Verdade Ou Desafio,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,496726.0,6881256.0
1368,2018,Vermelho Sol,Ficção,"Brasil, Argentina, França",Brasileira,Vitrine Filmes,Distribuição Nacional,217.0,2228.0
1369,2018,Verão 1993*,Ficção,Espanha,Estrangeira,Supo Mungam Films,Distribuição Nacional,3334.0,41314.0
1370,2018,Verão Em Rildas,Ficção,Brasil,Brasileira,Dm Filmes,Distribuição Nacional,220.0,2707.0
1371,2018,Victoria e Abdul - O Confidente da Rainha*,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Universal,Distribuição Internacional,1046.0,14952.0
1372,2018,Vida Selvagem,Ficção,"Bélgica, França",Estrangeira,Imovision,Distribuição Nacional,23.0,132.0
1373,2018,Vidas À Deriva,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,222765.0,3608800.0
1374,2018,Vingadores: A Era De Ultron,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1669.0,18382.0
1375,2018,Vingadores: Guerra Infinita,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,14501280.0,238020232.0
1376,2018,Vingança,Ficção,França,Estrangeira,Fênix Filmes,Distribuição Nacional,4322.0,63867.0
1377,2018,Vinte Anos,Documentário,"Brasil, Costa Rica",Brasileira,Arthouse,Distribuição Nacional,1257.0,14361.0
1378,2018,Virgens Acorrentadas,Ficção,"Brasil, Estados Unidos",Estrangeira,Moro Comunicação,Distribuição Nacional,1301.0,14470.0
1379,2018,"Visages, Villages",Documentário,França,Estrangeira,Fênix Filmes,Distribuição Nacional,18078.0,247724.0
1380,2018,Visita ou Memórias e Confissões*,Documentário,Portugal,Estrangeira,Filmes Da Mostra,Distribuição Nacional,42.0,378.0
1381,2018,Viva - A Vida É Uma Festa,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1968612.0,30399495.0
1382,2018,Você Nunca Esteve Realmente Aqui,Ficção,"Estados Unidos, França, Reino Unido",Estrangeira,Supo Mungam Films,Distribuição Nacional,28367.0,492672.0
1383,2018,Western,Ficção,"Alemanha, Áustria, Bulgária",Estrangeira,Zeta Filmes,Distribuição Nacional,2563.0,33613.0
1384,2018,Wheely,Animação,Malásia,Estrangeira,Playarte,Distribuição Nacional,13384.0,196138.0
1385,2018,Yonlu,Ficção,Brasil,Brasileira,Lança Filmes,Distribuição Nacional,7906.0,100393.0
1386,2018,Zama,Ficção,"Brasil, Argentina, Espanha",Brasileira,Vitrine Filmes,Distribuição Nacional,8855.0,129614.0
1387,2018,Zootopia: Essa Cidade é o Bicho,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,100.0,2319.0
1388,2018,Árvores Vermelhas,Documentário,"Brasil, Estados Unidos, Inglaterra",Estrangeira,Erika Fromm,Distribuição Nacional,1406.0,24854.0
1389,2018,À Sombra De Duas Mulheres,Ficção,"França, Suíça",Estrangeira,Fênix Filmes/Tucumán,Distribuição Nacional,4475.0,71347.0
1390,2017,#Screamers,Ficção,Estados Unidos,Estrangeira,Cineart Filmes,Distribuição Nacional,714.0,9437.45
1391,2017,10 Centavos para o Número da Besta,Documentário,Brasil,Brasileira,Ponto de Equilíbrio,Distribuição Nacional,7.0,63.0
1392,2017,120 batimentos por minuto,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,262.0,3791.63
1393,2017,13 Minutos,Ficção,Alemanha,Estrangeira,Alphaville Filmes,Distribuição Nacional,620.0,6463.5
1394,2017,150 Miligramas,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,771.0,10508.71
